Gene,Control,Resistant,Log2FoldChange,p-value
MYL6B,267,335,0.3262282323209879,1.8141818536665456e-14
MYL6,5665,4191,-0.4346918848406482,1.8141818536665456e-14
SMARCC2,788,672,-0.22941879540314145,1.8141818536665456e-14
RNF41,371,445,0.2617410888122734,1.8141818536665456e-14
NABP2,575,431,-0.4150374992788438,1.8141818536665456e-14
SLC39A5,286,185,-0.6257481155676564,1.8141818536665456e-14
ANKRD52,544,432,-0.3318892049375638,1.8141818536665456e-14
COQ10A,128,76,-0.7444407147283528,1.8141818536665456e-14
CS,634,446,-0.5064817604762105,1.8141818536665456e-14
CNPY2,637,499,-0.35162832910278236,1.8141818536665456e-14
PAN2,52,83,0.6643969682155612,1.8141818536665456e-14
IL23A,34,62,0.8479969065549501,1.8141818536665456e-14
STAT2,179,256,0.5137714528642034,1.8141818536665456e-14
APOF,1,0,-1.0,1.8141818536665456e-14
TIMELESS,525,468,-0.1654748767769258,1.8141818536665456e-14
MIP,1,3,1.0,1.8141818536665456e-14
SPRYD4,181,147,-0.2983412745697465,1.8141818536665456e-14
GLS2,29,16,-0.8194277543581792,1.8141818536665456e-14
RBMS2,1356,1083,-0.3240559640649825,1.8141818536665456e-14
BAZ2A,646,726,0.16818965192708688,1.8141818536665456e-14
ATP5B,2454,2405,-0.029086382025978907,1.8141818536665456e-14
PTGES3,3933,2944,-0.41772932356070713,1.8141818536665456e-14
NACA,3279,2659,-0.302269569116894,1.8141818536665456e-14
PRIM1,45,27,-0.7162070339994087,1.8141818536665456e-14
HSD17B6,1,3,1.0,1.8141818536665456e-14
SDR9C7,2,5,1.0,1.8141818536665456e-14
RDH16,8,7,-0.16992500144231243,1.8141818536665456e-14
ZBTB39,41,43,0.06711419585853703,1.8141818536665456e-14
MYO1A,0,1,1.0,1.8141818536665456e-14
NEMP1,181,149,-0.2789759497028155,1.8141818536665456e-14
NAB2,611,705,0.2061365305785284,1.8141818536665456e-14
STAT6,1088,1314,0.2720588454627578,1.8141818536665456e-14
LRP1,127,192,0.5924570372680804,1.8141818536665456e-14
NXPH4,6,22,1.7162070339994087,1.8141818536665456e-14
SHMT2,1383,2667,0.9469147235478603,1.8141818536665456e-14
NDUFA4L2,145,181,0.31797008131867915,1.8141818536665456e-14
STAC3,6,6,0.0,1.8141818536665456e-14
R3HDM2,692,619,-0.1605871368629761,1.8141818536665456e-14
INHBC,0,1,1.0,1.8141818536665456e-14
INHBE,5,18,1.6629650127224291,1.8141818536665456e-14
GLI1,0,2,1.584962500721156,1.8141818536665456e-14
ARHGAP9,4,48,3.292781749227846,1.8141818536665456e-14
MARS,1827,4007,1.1326164381371389,1.8141818536665456e-14
DDIT3,1008,1920,0.9289313445591699,1.8141818536665456e-14
MBD6,302,433,0.5183772489715284,1.8141818536665456e-14
DCTN2,1285,1473,0.1968458817671225,1.8141818536665456e-14
PIP4K2C,374,689,0.8797057662822882,1.8141818536665456e-14
DTX3,164,319,0.9556058806415466,1.8141818536665456e-14
ARHGEF25,12,60,2.230297619421794,1.8141818536665456e-14
B4GALNT1,27,68,1.301169534720565,1.8141818536665456e-14
OS9,261,240,-0.1205336653074886,1.8141818536665456e-14
AGAP2,20,37,0.8556100906648252,1.8141818536665456e-14
AGAP2-AS1,31,24,-0.3561438102252753,1.8141818536665456e-14
TSPAN31,242,202,-0.2594765864206047,1.8141818536665456e-14
CDK4,3620,2818,-0.3612046989057558,1.8141818536665456e-14
MARCH9,141,137,-0.041222662726512954,1.8141818536665456e-14
CYP27B1,4,20,2.070389327891398,1.8141818536665456e-14
METTL1,450,376,-0.25856290998671666,1.8141818536665456e-14
METTL21B,54,48,-0.16664986940945145,1.8141818536665456e-14
TSFM,500,543,0.11879604805513107,1.8141818536665456e-14
AVIL,53,50,-0.08246216019197299,1.8141818536665456e-14
CTDSP2,1427,1531,0.10142031789585734,1.8141818536665456e-14
LOC100506844,92,95,0.045803689613124754,1.8141818536665456e-14
XRCC6BP1,21,27,0.3479233034203068,1.8141818536665456e-14
LOC101927653,2,0,-1.5849625007211563,1.8141818536665456e-14
LRIG3,14,4,-1.5849625007211563,1.8141818536665456e-14
SLC16A7,232,231,-0.006205149526708081,1.8141818536665456e-14
FAM19A2,0,10,3.4594316186372973,1.8141818536665456e-14
USP15,233,199,-0.2265085298086799,1.8141818536665456e-14
MON2,155,201,0.37280926388954644,1.8141818536665456e-14
LINC01465,5,1,-1.5849625007211563,1.8141818536665456e-14
PPM1H,23,14,-0.6780719051126377,1.8141818536665456e-14
AVPR1A,0,1,1.0,1.8141818536665456e-14
DPY19L2,2,4,0.7369655941662062,1.8141818536665456e-14
TMEM5,179,150,-0.2534483570045958,1.8141818536665456e-14
TMEM5-AS1,90,57,-0.6498136450711243,1.8141818536665456e-14
SRGAP1,706,1000,0.5016598540265946,1.8141818536665456e-14
C12orf66,11,28,1.2730184944064158,1.8141818536665456e-14
XPOT,176,694,1.9732636175278724,1.8141818536665456e-14
TBK1,110,93,-0.23982701467246859,1.8141818536665456e-14
RASSF3,1680,1758,0.0654357582357936,1.8141818536665456e-14
GNS,828,793,-0.06223309435279258,1.8141818536665456e-14
TBC1D30,40,26,-0.6026645024546151,1.8141818536665456e-14
FLJ41278,0,1,1.0,1.8141818536665456e-14
LEMD3,194,201,0.05088116900218418,1.8141818536665456e-14
MSRB3,518,579,0.1603183616570536,1.8141818536665456e-14
LOC100507065,32,23,-0.4594316186372972,1.8141818536665456e-14
RPSAP52,51,46,-0.14585086646345477,1.8141818536665456e-14
HMGA2,765,712,-0.10344231548106894,1.8141818536665456e-14
LOC100129940,3405,3078,-0.14561656763372527,1.8141818536665456e-14
LLPH,993,913,-0.12105168650421642,1.8141818536665456e-14
LLPH-AS1,2,0,-1.5849625007211563,1.8141818536665456e-14
TMBIM4,544,476,-0.19226696365877718,1.8141818536665456e-14
IRAK3,498,742,0.5743223952013358,1.8141818536665456e-14
HELB,8,9,0.15200309344505006,1.8141818536665456e-14
GRIP1,10,18,0.7884958948062882,1.8141818536665456e-14
CAND1,714,563,-0.34224807926695816,1.8141818536665456e-14
LOC100507175,3,0,-2.0,1.8141818536665456e-14
DYRK2,163,217,0.41063232015884277,1.8141818536665456e-14
LOC101927901,2,3,0.41503749927884376,1.8141818536665456e-14
MDM1,60,26,-1.1758498353994178,1.8141818536665456e-14
RAP1B,837,828,-0.015578142203601122,1.8141818536665456e-14
LOC100507250,1,2,0.5849625007211562,1.8141818536665456e-14
NUP107,376,328,-0.19647693953342277,1.8141818536665456e-14
SLC35E3,152,163,0.10016416192543187,1.8141818536665456e-14
LOC100130075,4,7,0.6780719051126377,1.8141818536665456e-14
MDM2,744,706,-0.07553021054012503,1.8141818536665456e-14
CPM,85,62,-0.4489848312021815,1.8141818536665456e-14
CPSF6,407,394,-0.046716498907030314,1.8141818536665456e-14
LYZ,5,2,-1.0,1.8141818536665456e-14
YEATS4,705,529,-0.4136758238206187,1.8141818536665456e-14
FRS2,102,108,0.08168379759370795,1.8141818536665456e-14
CCT2,1742,1556,-0.1628036250466481,1.8141818536665456e-14
BEST3,2,9,1.7369655941662063,1.8141818536665456e-14
LOC101928002,1,0,-1.0,1.8141818536665456e-14
RAB3IP,334,343,0.038247469356963076,1.8141818536665456e-14
LINC01481,86,59,-0.5360529002402097,1.8141818536665456e-14
CNOT2,504,495,-0.0259432672522819,1.8141818536665456e-14
KCNMB4,7,19,1.3219280948873624,1.8141818536665456e-14
PTPRB,1,17,3.169925001442312,1.8141818536665456e-14
PTPRR,18,25,0.4525122046975067,1.8141818536665456e-14
TSPAN8,14,3,-1.9068905956085185,1.8141818536665456e-14
LGR5,1,5,1.584962500721156,1.8141818536665456e-14
ZFC3H1,369,339,-0.1219905243786103,1.8141818536665456e-14
THAP2,12,7,-0.7004397181410921,1.8141818536665456e-14
TMEM19,440,229,-0.9391447946131454,1.8141818536665456e-14
RAB21,368,274,-0.4241891976483742,1.8141818536665456e-14
TBC1D15,324,385,0.24816112935226345,1.8141818536665456e-14
MRS2P2,32,36,0.1650592462704962,1.8141818536665456e-14
TRHDE,1,1,0.0,1.8141818536665456e-14
LOC100507377,1,0,-1.0,1.8141818536665456e-14
ATXN7L3B,363,413,0.1856923173006289,1.8141818536665456e-14
KCNC2,0,1,1.0,1.8141818536665456e-14
CAPS2,36,46,0.3451354860486875,1.8141818536665456e-14
GLIPR1L1,1,0,-1.0,1.8141818536665456e-14
GLIPR1L2,1,8,2.169925001442312,1.8141818536665456e-14
GLIPR1,1021,932,-0.13144621008586257,1.8141818536665456e-14
KRR1,1038,986,-0.07407366444781417,1.8141818536665456e-14
PHLDA1,13946,13807,-0.014450462061165384,1.8141818536665456e-14
NAP1L1,5225,5806,0.1520859093826687,1.8141818536665456e-14
BBS10,32,30,-0.09019780897157814,1.8141818536665456e-14
OSBPL8,459,419,-0.13124453327825267,1.8141818536665456e-14
ZDHHC17,117,119,0.024247546246677208,1.8141818536665456e-14
CSRP2,80,68,-0.23132554610645567,1.8141818536665456e-14
E2F7,314,308,-0.027744990482904318,1.8141818536665456e-14
NAV3,190,209,0.13681668963037386,1.8141818536665456e-14
SYT1,20,42,1.0339473319233374,1.8141818536665456e-14
PAWR,266,376,0.4977247815811102,1.8141818536665456e-14
PPP1R12A,985,1055,0.09895028298054188,1.8141818536665456e-14
OTOGL,0,2,1.584962500721156,1.8141818536665456e-14
LINC01490,0,1,1.0,1.8141818536665456e-14
ACSS3,20,27,0.41503749927884376,1.8141818536665456e-14
PPFIA2,14,14,0.0,1.8141818536665456e-14
CCDC59,568,626,0.14003679049545692,1.8141818536665456e-14
METTL25,18,25,0.4525122046975067,1.8141818536665456e-14
TMTC2,10,12,0.24100809950379498,1.8141818536665456e-14
TSPAN19,0,1,1.0,1.8141818536665456e-14
LRRIQ1,24,45,0.8797057662822882,1.8141818536665456e-14
RASSF9,2,5,1.0,1.8141818536665456e-14
C12orf50,2,0,-1.5849625007211563,1.8141818536665456e-14
C12orf29,163,104,-0.643306486951961,1.8141818536665456e-14
CEP290,253,230,-0.13693564535610822,1.8141818536665456e-14
TMTC3,270,176,-0.614543491270874,1.8141818536665456e-14
KITLG,10,7,-0.4594316186372972,1.8141818536665456e-14
LOC728084,3,0,-2.0,1.8141818536665456e-14
DUSP6,4941,2578,-0.9382832375395702,1.8141818536665456e-14
POC1B,255,359,0.4918530963296747,1.8141818536665456e-14
POC1B-GALNT4,198,161,-0.2967746176590242,1.8141818536665456e-14
GALNT4,198,161,-0.2967746176590242,1.8141818536665456e-14
ATP2B1,2445,2668,0.12587490161457965,1.8141818536665456e-14
LINC00936,32,36,0.1650592462704962,1.8141818536665456e-14
LINC00615,1,0,-1.0,1.8141818536665456e-14
EPYC,0,1,1.0,1.8141818536665456e-14
LUM,0,2,1.584962500721156,1.8141818536665456e-14
C12orf79,2,0,-1.5849625007211563,1.8141818536665456e-14
BTG1,1678,1665,-0.011213829571482453,1.8141818536665456e-14
PLEKHG7,5,5,0.0,1.8141818536665456e-14
EEA1,530,485,-0.1277555471983727,1.8141818536665456e-14
LOC643339,2,1,-0.5849625007211563,1.8141818536665456e-14
NUDT4P2,307,301,-0.028381801369822386,1.8141818536665456e-14
UBE2N,945,670,-0.49552741713921156,1.8141818536665456e-14
MRPL42,630,484,-0.37965525790805893,1.8141818536665456e-14
SOCS2-AS1,0,1,1.0,1.8141818536665456e-14
SOCS2,18,28,0.6100534816839867,1.8141818536665456e-14
CRADD,44,149,1.7369655941662063,1.8141818536665456e-14
LOC101928731,1,1,0.0,1.8141818536665456e-14
PLXNC1,45,54,0.2577977574676467,1.8141818536665456e-14
CEP83,30,37,0.2937312030567103,1.8141818536665456e-14
CEP83-AS1,5,3,-0.5849625007211563,1.8141818536665456e-14
TMCC3,167,184,0.13906403773755194,1.8141818536665456e-14
NDUFA12,548,508,-0.10914049292950335,1.8141818536665456e-14
NR2C1,131,161,0.2954558835261713,1.8141818536665456e-14
FGD6,267,273,0.03194289250275422,1.8141818536665456e-14
VEZT,742,809,0.12455969723339094,1.8141818536665456e-14
METAP2,9328,7304,-0.35283817006741786,1.8141818536665456e-14
USP44,59,54,-0.12553088208385899,1.8141818536665456e-14
PGAM1P5,1,5,1.584962500721156,1.8141818536665456e-14
NTN4,45,79,0.7983661388303495,1.8141818536665456e-14
SNRPF,5162,4032,-0.35635619235548355,1.8141818536665456e-14
CCDC38,2,1,-0.5849625007211563,1.8141818536665456e-14
AMDHD1,7,5,-0.4150374992788438,1.8141818536665456e-14
HAL,2,3,0.41503749927884376,1.8141818536665456e-14
LTA4H,1142,1191,0.06055883224768339,1.8141818536665456e-14
ELK3,894,896,0.0032203027676425988,1.8141818536665456e-14
CDK17,261,323,0.30642700134717454,1.8141818536665456e-14
CFAP54,2,0,-1.5849625007211563,1.8141818536665456e-14
NEDD1,1032,770,-0.4220374889500252,1.8141818536665456e-14
RMST,0,1,1.0,1.8141818536665456e-14
LOC643711,0,2,1.584962500721156,1.8141818536665456e-14
SLC9A7P1,6,1,-1.8073549220576042,1.8141818536665456e-14
LOC643770,6,3,-0.8073549220576042,1.8141818536665456e-14
TMPO-AS1,147,129,-0.18708555260049525,1.8141818536665456e-14
TMPO,2467,2046,-0.26983129212600726,1.8141818536665456e-14
SLC25A3,3079,3060,-0.008927306055272173,1.8141818536665456e-14
IKBIP,790,646,-0.2899119824802843,1.8141818536665456e-14
APAF1,113,176,0.6347155359182557,1.8141818536665456e-14
ANKS1B,57,116,1.0123837244558322,1.8141818536665456e-14
UHRF1BP1L,88,61,-0.5215371205795225,1.8141818536665456e-14
GOLGA2P5,51,67,0.38702312310924725,1.8141818536665456e-14
ACTR6,199,137,-0.5353317329965558,1.8141818536665456e-14
DEPDC4,6,8,0.36257007938470837,1.8141818536665456e-14
SCYL2,98,114,0.21613343086476552,1.8141818536665456e-14
SLC17A8,0,2,1.584962500721156,1.8141818536665456e-14
NR1H4,0,2,1.584962500721156,1.8141818536665456e-14
GAS2L3,138,134,-0.042125475672676604,1.8141818536665456e-14
UTP20,317,328,0.049060818450886265,1.8141818536665456e-14
ARL1,1076,1125,0.06418857753602192,1.8141818536665456e-14
MYBPC1,0,3,2.0,1.8141818536665456e-14
CHPT1,366,313,-0.22501550395158582,1.8141818536665456e-14
SYCP3,81,91,0.16600995143892933,1.8141818536665456e-14
GNPTAB,79,98,0.30742852519224734,1.8141818536665456e-14
DRAM1,105,282,1.4167377882686834,1.8141818536665456e-14
CCDC53,228,242,0.08560871550883686,1.8141818536665456e-14
NUP37,460,445,-0.04772304050903321,1.8141818536665456e-14
PARPBP,230,154,-0.5756246361418199,1.8141818536665456e-14
PMCH,48,17,-1.4447848426728958,1.8141818536665456e-14
IGF1,21,10,-1.0,1.8141818536665456e-14
LINC00485,1,2,0.5849625007211562,1.8141818536665456e-14
ASCL1,1,0,-1.0,1.8141818536665456e-14
LOC101929084,0,1,1.0,1.8141818536665456e-14
STAB2,2,2,0.0,1.8141818536665456e-14
NT5DC3,220,267,0.2781866310663408,1.8141818536665456e-14
TTC41P,2,1,-0.5849625007211563,1.8141818536665456e-14
HSP90B1,7865,8901,0.17849931450935863,1.8141818536665456e-14
C12orf73,104,121,0.21649181989676375,1.8141818536665456e-14
TDG,214,258,0.26861543809709365,1.8141818536665456e-14
GLT8D2,0,4,2.321928094887362,1.8141818536665456e-14
HCFC2,87,89,0.03242147769237742,1.8141818536665456e-14
NFYB,441,405,-0.1225666422062554,1.8141818536665456e-14
TXNRD1,1484,1853,0.3201783129374026,1.8141818536665456e-14
EID3,4,6,0.48542682717024166,1.8141818536665456e-14
CHST11,824,662,-0.31538524902059045,1.8141818536665456e-14
SLC41A2,28,31,0.14201900487242786,1.8141818536665456e-14
C12orf45,329,203,-0.6938968722743203,1.8141818536665456e-14
ALDH1L2,4,7,0.6780719051126377,1.8141818536665456e-14
KIAA1033,388,321,-0.272709466871575,1.8141818536665456e-14
APPL2,111,142,0.3525164147207852,1.8141818536665456e-14
C12orf75,1612,1763,0.12910412240187788,1.8141818536665456e-14
NUAK1,142,234,0.7166456097866103,1.8141818536665456e-14
CKAP4,4193,4625,0.14143840453959797,1.8141818536665456e-14
TCP11L2,14,11,-0.3219280948873623,1.8141818536665456e-14
POLR3B,86,104,0.2713020218173943,1.8141818536665456e-14
RFX4,4,0,-2.321928094887362,1.8141818536665456e-14
RIC8B,128,155,0.2741749634389941,1.8141818536665456e-14
TMEM263,689,616,-0.1613258725161135,1.8141818536665456e-14
MTERF2,60,27,-1.123382415505282,1.8141818536665456e-14
CRY1,238,241,0.01799642929384608,1.8141818536665456e-14
PWP1,764,674,-0.18057224564182092,1.8141818536665456e-14
PRDM4,630,676,0.10151582859244765,1.8141818536665456e-14
LOC101929162,11,16,0.5025003405291834,1.8141818536665456e-14
LOC728739,0,1,1.0,1.8141818536665456e-14
CMKLR1,295,38,-2.9240511467667014,1.8141818536665456e-14
FICD,26,27,0.05246741989413548,1.8141818536665456e-14
SART3,582,601,0.04626760355920563,1.8141818536665456e-14
ISCU,1015,1108,0.12635896338954417,1.8141818536665456e-14
TMEM119,1,0,-1.0,1.8141818536665456e-14
SELPLG,50,37,-0.42449782852791007,1.8141818536665456e-14
CORO1C,1819,1609,-0.17687776208407935,1.8141818536665456e-14
SSH1,1291,873,-0.5639008851933265,1.8141818536665456e-14
SVOP,1,4,1.3219280948873624,1.8141818536665456e-14
USP30,70,108,0.6184372052722442,1.8141818536665456e-14
USP30-AS1,3,1,-1.0,1.8141818536665456e-14
ALKBH2,131,138,0.07454695336505393,1.8141818536665456e-14
UNG,1584,1152,-0.45909032737499766,1.8141818536665456e-14
ACACB,48,40,-0.25715783949712445,1.8141818536665456e-14
MYO1H,5,8,0.5849625007211562,1.8141818536665456e-14
KCTD10,429,557,0.37592846223972726,1.8141818536665456e-14
UBE3B,425,430,0.016834438863259978,1.8141818536665456e-14
MMAB,505,601,0.25062610206539193,1.8141818536665456e-14
MVK,795,621,-0.3558538504130463,1.8141818536665456e-14
FAM222A,21,9,-1.137503523749935,1.8141818536665456e-14
TRPV4,7,2,-1.415037499278844,1.8141818536665456e-14
GLTP,1280,1127,-0.18350340794285305,1.8141818536665456e-14
TCHP,329,307,-0.0995356735509144,1.8141818536665456e-14
GIT2,200,181,-0.14325705098023236,1.8141818536665456e-14
ANKRD13A,483,421,-0.1977640485674094,1.8141818536665456e-14
C12orf76,16,30,0.8667334691365358,1.8141818536665456e-14
IFT81,75,60,-0.31719017588069914,1.8141818536665456e-14
ATP2A2,257,307,0.2555592852716471,1.8141818536665456e-14
ANAPC7,774,674,-0.19930880822340666,1.8141818536665456e-14
ARPC3,5492,6075,0.14552757798359003,1.8141818536665456e-14
GPN3,356,217,-0.7115959392521732,1.8141818536665456e-14
FAM216A,612,657,0.10220051004445997,1.8141818536665456e-14
VPS29,843,605,-0.47792520523423415,1.8141818536665456e-14
RAD9B,2,0,-1.5849625007211563,1.8141818536665456e-14
PPTC7,30,55,0.8531586116707288,1.8141818536665456e-14
TCTN1,60,49,-0.28688114778816154,1.8141818536665456e-14
HVCN1,47,29,-0.6780719051126377,1.8141818536665456e-14
PPP1CC,1268,962,-0.3980843659976466,1.8141818536665456e-14
MYL2,3,2,-0.4150374992788438,1.8141818536665456e-14
FAM109A,152,144,-0.07747875267771735,1.8141818536665456e-14
SH2B3,243,375,0.623851514114751,1.8141818536665456e-14
ATXN2,610,782,0.35783992747231125,1.8141818536665456e-14
BRAP,132,132,0.0,1.8141818536665456e-14
ACAD10,54,54,0.0,1.8141818536665456e-14
ALDH2,564,458,-0.29975671388874214,1.8141818536665456e-14
MAPKAPK5-AS1,176,238,0.4332612578977512,1.8141818536665456e-14
MAPKAPK5,303,333,0.13577677903046662,1.8141818536665456e-14
ADAM1A,20,15,-0.39231742277876036,1.8141818536665456e-14
TMEM116,69,80,0.2105669859396584,1.8141818536665456e-14
ERP29,1802,2847,0.6595497495340561,1.8141818536665456e-14
NAA25,292,242,-0.26994435081646695,1.8141818536665456e-14
TRAFD1,171,139,-0.2969817377571315,1.8141818536665456e-14
HECTD4,116,95,-0.28540221886224837,1.8141818536665456e-14
RPL6,6854,7248,0.08062532297876088,1.8141818536665456e-14
PTPN11,863,938,0.12009384549030601,1.8141818536665456e-14
RPH3A,2,2,0.0,1.8141818536665456e-14
OAS1,4,13,1.4854268271702418,1.8141818536665456e-14
OAS3,71,125,0.8073549220576041,1.8141818536665456e-14
OAS2,51,21,-1.2410080995037949,1.8141818536665456e-14
RASAL1,0,1,1.0,1.8141818536665456e-14
CCDC42B,85,107,0.3286227474613706,1.8141818536665456e-14
DDX54,1307,1115,-0.22902551366889498,1.8141818536665456e-14
RITA1,573,550,-0.058998418104530194,1.8141818536665456e-14
IQCD,52,65,0.3164736647952542,1.8141818536665456e-14
TPCN1,591,637,0.1079592481359195,1.8141818536665456e-14
SLC8B1,373,432,0.2113287548390882,1.8141818536665456e-14
PLBD2,11,12,0.11547721741993588,1.8141818536665456e-14
SDS,14,11,-0.3219280948873623,1.8141818536665456e-14
SDSL,79,116,0.548436624696042,1.8141818536665456e-14
LINC01234,85,83,-0.03394733192333771,1.8141818536665456e-14
RBM19,160,177,0.14481655285178088,1.8141818536665456e-14
TBX3,9,1,-2.321928094887362,1.8141818536665456e-14
MED13L,288,390,0.43609911480667357,1.8141818536665456e-14
LINC00173,24,39,0.6780719051126377,1.8141818536665456e-14
MAP1LC3B2,131,265,1.0108883161427362,1.8141818536665456e-14
C12orf49,296,490,0.7252600935139272,1.8141818536665456e-14
RNFT2,152,215,0.49749965947081687,1.8141818536665456e-14
HRK,0,8,3.169925001442312,1.8141818536665456e-14
FBXW8,75,95,0.3370349872775706,1.8141818536665456e-14
LOC100506551,5,4,-0.2630344058337938,1.8141818536665456e-14
TESC,14,37,1.341036917835067,1.8141818536665456e-14
FBXO21,468,375,-0.3188552608377392,1.8141818536665456e-14
NOS1,2,2,0.0,1.8141818536665456e-14
RFC5,520,431,-0.2702520601150396,1.8141818536665456e-14
WSB2,692,718,0.053136418302084064,1.8141818536665456e-14
VSIG10,555,566,0.028263852218721543,1.8141818536665456e-14
PEBP1,10053,7827,-0.36105393306856315,1.8141818536665456e-14
TAOK3,1462,1691,0.20979979898146284,1.8141818536665456e-14
SUDS3,265,255,-0.05528243550118968,1.8141818536665456e-14
SRRM4,2,2,0.0,1.8141818536665456e-14
HSPB8,64,24,-1.3785116232537298,1.8141818536665456e-14
LINC00934,1,0,-1.0,1.8141818536665456e-14
PRKAB1,280,364,0.3773263335464534,1.8141818536665456e-14
CIT,483,553,0.1948789287745939,1.8141818536665456e-14
CCDC64,0,2,1.584962500721156,1.8141818536665456e-14
RAB35,922,979,0.08645110135679644,1.8141818536665456e-14
GCN1,1614,1757,0.1224009055621168,1.8141818536665456e-14
RPLP0,22476,27483,0.29014249591793095,1.8141818536665456e-14
PXN-AS1,67,38,-0.8020606223880912,1.8141818536665456e-14
PXN,2988,3991,0.41744882365916597,1.8141818536665456e-14
SIRT4,21,7,-1.4594316186372973,1.8141818536665456e-14
MSI1,0,5,2.584962500721156,1.8141818536665456e-14
COX6A1,1504,1456,-0.04676260958255186,1.8141818536665456e-14
TRIAP1,2400,2325,-0.04578430675719814,1.8141818536665456e-14
GATC,2863,2656,-0.10823326477374977,1.8141818536665456e-14
SRSF9,2451,2271,-0.10999614418609945,1.8141818536665456e-14
